姓名,性別,年紀,體重,chest_max,shoulder_max,hand_max,back_max,belly_max,leg_max,胸體力值,肩體力值,手體力值,背體力值,腹體力值,腿體力值,菜單,菜單評分,難度
User_1246,0,39,70.7,254,230,292,337,441,457,254,230,292,337,441,457,"{'chest_menu': ['窄距臥推'], 'back_menu': ['划船'], 'shoulder_menu': ['YTWL肩部訓練', '俯身側平舉'], 'hand_menu': ['鎚式彎舉'], 'leg_menu': ['彈力帶深蹲'], 'belly_menu': ['仰臥抬腿']}",8.761943263201896,4
User_1247,0,61,77.7,335,461,473,388,500,244,335,461,473,388,500,244,"{'chest_menu': ['Cable機器飛鳥'], 'back_menu': ['單臂高位下拉'], 'shoulder_menu': ['面朝下肩部伸展'], 'hand_menu': ['集中彎舉'], 'leg_menu': ['深蹲', '彈力帶深蹲'], 'belly_menu': ['鳥狗式']}",8.490284098793826,3
User_1248,1,38,60.6,316,408,420,400,202,215,316,408,420,400,202,215,"{'chest_menu': ['上斜啞鈴臥推'], 'back_menu': ['划船', '地雷管划船'], 'shoulder_menu': ['前平舉'], 'hand_menu': ['三頭伸展', '彈力帶三頭肌伸展', '過頭啞鈴伸展'], 'leg_menu': ['深蹲'], 'belly_menu': ['俄羅斯轉體', '自行車式仰臥起坐', '眼鏡蛇式', '腹肌滾輪']}",14.473258565049166,3
User_1249,1,62,85.4,340,253,257,451,423,456,340,253,257,451,423,456,"{'chest_menu': ['啞鈴飛鳥', '蝴蝶機夾胸', '彈力帶胸部推舉'], 'back_menu': [], 'shoulder_menu': ['蝴蝶機反向飛鳥'], 'hand_menu': ['啞鈴過頭伸展', '彈力帶三頭肌伸展'], 'leg_menu': [], 'belly_menu': []}",8.080517990712458,2
User_1250,0,65,81.4,365,342,301,487,382,334,365,342,301,487,382,334,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': ['YTWL肩部訓練'], 'hand_menu': ['過頭啞鈴伸展', 'Zottman彎舉', '鋼索三頭肌下壓', '三頭伸展', '法式推舉'], 'leg_menu': ['小腿提踵'], 'belly_menu': ['鳥狗式']}",10.841563295024745,2
User_1251,0,27,55.5,283,354,237,328,408,429,283,354,237,328,408,429,"{'chest_menu': ['蝴蝶機夾胸'], 'back_menu': ['繩索下拉', '滑輪下拉'], 'shoulder_menu': ['啞鈴推舉', '阿諾推舉'], 'hand_menu': ['集中彎舉', '反手彎舉'], 'leg_menu': ['彈力帶深蹲', '俄羅斯深蹲'], 'belly_menu': ['瑞士球捲腹']}",12.684489133064739,3
User_1252,0,31,89.6,345,486,285,400,479,202,345,486,285,400,479,202,"{'chest_menu': ['跪姿伏地挺身', '彈力帶胸部推舉'], 'back_menu': [], 'shoulder_menu': ['YTWL肩部訓練', '槓鈴肩推'], 'hand_menu': ['啞鈴過頭伸展', '反手彎舉'], 'leg_menu': ['膝蓋深蹲', '彈力帶深蹲'], 'belly_menu': ['自行車式仰臥起坐']}",10.849912163581612,3
User_1253,1,32,99.9,466,454,392,329,397,293,466,454,392,329,397,293,"{'chest_menu': ['蝴蝶機夾胸'], 'back_menu': [], 'shoulder_menu': ['T字俯臥撐', '側平舉', '前平舉'], 'hand_menu': ['彈力帶三頭肌伸展', '法式推舉'], 'leg_menu': [], 'belly_menu': ['俄羅斯轉體', '鳥狗式']}",10.242132977533164,2
User_1254,1,25,57.1,252,239,454,222,262,202,252,239,454,222,262,202,"{'chest_menu': ['跪姿伏地挺身'], 'back_menu': [], 'shoulder_menu': [], 'hand_menu': [], 'leg_menu': ['小腿提踵'], 'belly_menu': ['鳥狗式', '超人式']}",4.303713308740413,1
User_1255,0,62,96.0,348,249,226,493,268,362,348,249,226,493,268,362,"{'chest_menu': ['上斜啞鈴臥推'], 'back_menu': ['反向高位下拉', 'Cable機器划船'], 'shoulder_menu': ['前平舉'], 'hand_menu': ['彈力帶三頭肌伸展'], 'leg_menu': ['抬腿'], 'belly_menu': ['龍旗']}",8.434786148955887,5
User_1256,1,40,91.9,245,379,498,208,255,257,245,379,498,208,255,257,"{'chest_menu': ['蝴蝶機夾胸'], 'back_menu': [], 'shoulder_menu': ['阿諾推舉', '側平舉', '肩上推舉', '啞鈴推舉'], 'hand_menu': ['二頭彎舉'], 'leg_menu': ['小腿提踵'], 'belly_menu': ['腹肌滾輪', '瑞士球捲腹', '羅馬椅仰臥起坐']}",12.693406970145897,3
User_1257,1,32,64.0,485,465,203,248,464,298,485,465,203,248,464,298,"{'chest_menu': [], 'back_menu': ['單臂高位下拉', '反向划船'], 'shoulder_menu': ['蝴蝶機反向飛鳥', '側平舉', 'T字俯臥撐'], 'hand_menu': ['反向握法彎舉'], 'leg_menu': ['反向弓箭步'], 'belly_menu': ['棒式側邊抬腿']}",9.18021769703121,2
User_1258,1,41,96.7,395,239,411,203,413,241,395,239,411,203,413,241,"{'chest_menu': ['蝴蝶機夾胸'], 'back_menu': ['吊環引體向上'], 'shoulder_menu': ['面朝下肩部伸展'], 'hand_menu': ['二頭彎舉', '集中彎舉', '三頭伸展', '鎚式彎舉'], 'leg_menu': ['箱式深蹲', '硬舉'], 'belly_menu': ['龍旗', '藥球傳遞']}",14.29926711072443,5
User_1259,1,38,95.8,300,315,270,309,239,284,300,315,270,309,239,284,"{'chest_menu': ['啞鈴飛鳥', '史密斯臥推', '窄距伏地挺身'], 'back_menu': ['T槓划船', '單臂高位下拉', '坐姿划船', '划船'], 'shoulder_menu': ['肩上推舉', 'T字俯臥撐', '前平舉', '阿諾推舉'], 'hand_menu': ['過頭啞鈴伸展'], 'leg_menu': ['體前屈', '驢子踢腿'], 'belly_menu': ['仰臥抬腿', '腹肌滾輪', '眼鏡蛇式', '毛巾捲腹']}",21.60471489457704,3
User_1260,1,55,79.0,253,421,401,471,373,244,253,421,401,471,373,244,"{'chest_menu': ['啞鈴臥推'], 'back_menu': ['單臂高位下拉'], 'shoulder_menu': ['俯身側平舉'], 'hand_menu': ['反向握法彎舉', '二頭彎舉', '彈力帶二頭肌彎舉'], 'leg_menu': ['反向弓箭步', '臀橋'], 'belly_menu': ['仰臥抬腿', '懸垂舉腿']}",11.542180877030397,4
User_1261,1,19,92.2,222,403,204,245,426,397,222,403,204,245,426,397,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': ['YTWL肩部訓練'], 'hand_menu': [], 'leg_menu': ['小腿提踵'], 'belly_menu': ['毛巾捲腹']}",3.4804138062156857,1
User_1262,1,35,76.0,270,300,250,234,455,491,270,300,250,234,455,491,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': [], 'hand_menu': [], 'leg_menu': ['膝蓋深蹲'], 'belly_menu': []}",0.7787583989310445,1
User_1263,0,22,58.5,486,276,352,401,312,225,486,276,352,401,312,225,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': [], 'hand_menu': ['反向握法彎舉'], 'leg_menu': ['小腿提踵', '後踢腿'], 'belly_menu': ['提膝仰臥起坐']}",3.690354002681343,1
User_1264,1,18,89.6,348,460,350,457,431,232,348,460,350,457,431,232,"{'chest_menu': ['窄距臥推'], 'back_menu': ['坐姿划船', '反向高位下拉'], 'shoulder_menu': ['啞鈴推舉'], 'hand_menu': ['二頭彎舉', '彈力帶三頭肌伸展', '彈力帶二頭肌彎舉', '過頭啞鈴伸展'], 'leg_menu': ['側弓步'], 'belly_menu': ['鳥狗式']}",13.108059297896423,5
User_1265,1,52,79.6,440,277,237,485,499,323,440,277,237,485,499,323,"{'chest_menu': ['啞鈴飛鳥', '史密斯臥推'], 'back_menu': ['坐姿划船', '吊環引體向上'], 'shoulder_menu': ['蝴蝶機反向飛鳥', 'T字俯臥撐', '面朝下肩部伸展', '側平舉', '俯身側平舉'], 'hand_menu': ['反向握法彎舉', 'Zottman彎舉', '鋼索三頭肌下壓'], 'leg_menu': ['過頭深蹲'], 'belly_menu': ['仰臥抬腿']}",18.352885631970757,4
User_1266,1,47,70.6,311,320,329,469,391,372,311,320,329,469,391,372,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': [], 'hand_menu': ['過頭啞鈴伸展'], 'leg_menu': [], 'belly_menu': []}",1.392649903288201,1
User_1267,0,47,55.6,444,246,477,273,345,432,444,246,477,273,345,432,"{'chest_menu': ['啞鈴臥推'], 'back_menu': ['單臂高位下拉'], 'shoulder_menu': ['蝴蝶機反向飛鳥', '站姿啞鈴肩推'], 'hand_menu': ['骷髏破碎機'], 'leg_menu': ['槓鈴過頭深蹲', '彈力帶深蹲', '直腿硬舉'], 'belly_menu': ['藥球傳遞', '傑克刀']}",11.174078051087996,5
User_1268,1,32,88.9,326,268,327,471,445,432,326,268,327,471,445,432,"{'chest_menu': ['上斜槓鈴臥推'], 'back_menu': ['地雷管划船'], 'shoulder_menu': ['槓鈴肩推'], 'hand_menu': ['啞鈴過頭伸展', '集中彎舉'], 'leg_menu': ['直腿硬舉'], 'belly_menu': ['仰臥抬腿']}",9.307599621041426,5
User_1269,1,37,63.0,259,355,204,346,228,310,259,355,204,346,228,310,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': [], 'hand_menu': [], 'leg_menu': ['踢腿'], 'belly_menu': ['棒式側邊抬腿']}",1.7178956866461266,1
User_1270,1,56,93.3,261,411,337,410,427,435,261,411,337,410,427,435,"{'chest_menu': ['彈力帶胸部推舉', '啞鈴臥推'], 'back_menu': ['滑輪下拉'], 'shoulder_menu': ['側平舉'], 'hand_menu': ['彈力帶二頭肌彎舉', '啞鈴過頭伸展'], 'leg_menu': ['靠牆深蹲', '臀橋'], 'belly_menu': ['懸掛舉腿']}",10.386453175841288,3
User_1271,1,51,92.3,487,497,298,373,473,409,487,497,298,373,473,409,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': ['YTWL肩部訓練', '前平舉'], 'hand_menu': [], 'leg_menu': ['踢腿'], 'belly_menu': []}",3.4720678647121215,1
User_1272,1,40,86.0,218,417,250,223,312,267,218,417,250,223,312,267,"{'chest_menu': ['繩索交叉'], 'back_menu': ['單臂高位下拉'], 'shoulder_menu': [], 'hand_menu': ['二頭彎舉', '鎚式彎舉'], 'leg_menu': ['靠牆深蹲'], 'belly_menu': ['毛巾捲腹']}",7.322062509386821,2
User_1273,0,29,79.0,323,332,291,374,362,411,323,332,291,374,362,411,"{'chest_menu': ['臥推', '蝴蝶機夾胸', '蜘蛛人伏地挺身'], 'back_menu': ['T槓划船'], 'shoulder_menu': ['側平舉'], 'hand_menu': ['骷髏破碎機'], 'leg_menu': [], 'belly_menu': ['懸掛舉腿', '羅馬椅仰臥起坐', '毛巾捲腹']}",11.134701448009862,3
User_1274,0,35,89.7,336,353,442,332,254,368,336,353,442,332,254,368,"{'chest_menu': ['窄距臥推', 'Cable機器飛鳥', '繩索交叉'], 'back_menu': ['引體向上'], 'shoulder_menu': ['T字俯臥撐'], 'hand_menu': ['反手彎舉'], 'leg_menu': ['側弓步'], 'belly_menu': ['龍旗', 'V字起坐']}",11.163714067259601,5
User_1275,1,54,66.0,497,446,473,467,224,468,497,446,473,467,224,468,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': ['YTWL肩部訓練'], 'hand_menu': [], 'leg_menu': ['側臥抬腿'], 'belly_menu': ['棒式側邊抬腿']}",3.0123875653574204,1
User_1276,0,47,58.7,461,463,451,496,394,242,461,463,451,496,394,242,"{'chest_menu': ['啞鈴臥推', '跪姿伏地挺身', '史密斯臥推'], 'back_menu': ['T槓划船', '坐姿划船', '直臂下拉'], 'shoulder_menu': ['俯身側平舉'], 'hand_menu': ['鎚式彎舉'], 'leg_menu': ['體前屈', '側臥抬腿'], 'belly_menu': ['鳥狗式', '腹肌滾輪', '羅馬椅仰臥起坐', '眼鏡蛇式', '自行車式仰臥起坐']}",16.929671331511535,5
User_1277,1,42,76.6,388,415,316,202,303,257,388,415,316,202,303,257,"{'chest_menu': ['啞鈴飛鳥'], 'back_menu': ['反向划船', 'Cable機器划船', '反向高位下拉'], 'shoulder_menu': ['前平舉', '啞鈴推舉', '臉拉'], 'hand_menu': ['三頭伸展', '集中彎舉'], 'leg_menu': ['彈力帶深蹲'], 'belly_menu': ['眼鏡蛇式', '毛巾捲腹']}",14.974580055968426,5
User_1278,0,18,77.6,243,228,396,310,449,436,243,228,396,310,449,436,"{'chest_menu': ['啞鈴飛鳥'], 'back_menu': ['坐姿划船'], 'shoulder_menu': ['站姿啞鈴肩推', '啞鈴推舉'], 'hand_menu': ['骷髏破碎機', '法式推舉', '鎚式彎舉'], 'leg_menu': ['單腿硬舉'], 'belly_menu': ['棒式側邊抬腿']}",11.602315891174435,3
User_1279,1,55,89.4,363,330,301,342,219,400,363,330,301,342,219,400,"{'chest_menu': ['彈力帶胸部推舉'], 'back_menu': [], 'shoulder_menu': ['T字俯臥撐'], 'hand_menu': ['鋼索三頭肌下壓', '集中彎舉'], 'leg_menu': ['膝蓋深蹲', '箱式深蹲'], 'belly_menu': ['傑克刀']}",8.068736810468682,3
User_1280,0,49,61.3,481,308,335,246,402,382,481,308,335,246,402,382,"{'chest_menu': ['彈力帶胸部推舉', '跪姿伏地挺身'], 'back_menu': ['單臂高位下拉', '反向划船'], 'shoulder_menu': ['蝴蝶機反向飛鳥', '前平舉'], 'hand_menu': ['過頭啞鈴伸展', '反向握法彎舉', '鎚式彎舉'], 'leg_menu': ['反向弓箭步', '彈力帶深蹲', '膝蓋深蹲'], 'belly_menu': []}",13.777053765248763,2
User_1281,1,35,75.5,201,224,237,342,366,243,201,224,237,342,366,243,"{'chest_menu': ['繩索交叉'], 'back_menu': ['Cable機器划船', '划船'], 'shoulder_menu': ['側平舉', '俯身側平舉'], 'hand_menu': ['彈力帶二頭肌彎舉', '彈力帶三頭肌伸展', '鎚式彎舉', '法式推舉'], 'leg_menu': ['單腿硬舉'], 'belly_menu': ['眼鏡蛇式']}",14.119018296975446,5
User_1282,1,47,92.6,304,307,443,494,375,263,304,307,443,494,375,263,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': [], 'hand_menu': [], 'leg_menu': ['側臥抬腿'], 'belly_menu': ['提膝仰臥起坐']}",1.562144006859918,1
User_1283,0,35,68.3,211,226,431,418,467,211,211,226,431,418,467,211,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': [], 'hand_menu': [], 'leg_menu': [], 'belly_menu': []}",0.0,1
User_1284,0,59,53.3,403,396,376,239,460,494,403,396,376,239,460,494,"{'chest_menu': ['跪姿伏地挺身'], 'back_menu': ['地雷管划船'], 'shoulder_menu': ['坐姿啞鈴肩推'], 'hand_menu': ['鋼索三頭肌下壓', '鎚式彎舉'], 'leg_menu': ['羅馬尼亞硬舉'], 'belly_menu': ['毛巾捲腹', '羅馬椅仰臥起坐', '仰臥抬腿']}",10.61971882482355,4
User_1285,0,36,57.1,286,313,458,370,369,378,286,313,458,370,369,378,"{'chest_menu': [], 'back_menu': ['單臂高位下拉'], 'shoulder_menu': [], 'hand_menu': ['反向握法彎舉', '啞鈴過頭伸展'], 'leg_menu': ['後踢腿'], 'belly_menu': ['超人式', '俄羅斯轉體']}",6.620614137908534,2
User_1286,0,49,92.1,219,454,300,500,312,390,219,454,300,500,312,390,"{'chest_menu': ['臥推'], 'back_menu': ['坐姿划船'], 'shoulder_menu': ['YTWL肩部訓練', '俯身側平舉', '前平舉'], 'hand_menu': ['Zottman彎舉', '啞鈴過頭伸展', '鋼索三頭肌下壓'], 'leg_menu': ['後踢腿'], 'belly_menu': ['眼鏡蛇式']}",12.839340728930189,4
User_1287,0,19,54.8,274,474,438,381,361,336,274,474,438,381,361,336,"{'chest_menu': ['窄距伏地挺身', '窄距臥推', '跪姿伏地挺身'], 'back_menu': ['單臂高位下拉', 'T槓划船'], 'shoulder_menu': ['蝴蝶機反向飛鳥', '面朝下肩部伸展'], 'hand_menu': ['反向握法彎舉', '骷髏破碎機', 'Zottman彎舉', '集中彎舉', '彈力帶二頭肌彎舉', '彈力帶三頭肌伸展'], 'leg_menu': ['硬舉', '箱式深蹲'], 'belly_menu': ['眼鏡蛇式']}",20.248670857126594,5
User_1288,0,65,98.9,315,208,468,454,295,384,315,208,468,454,295,384,"{'chest_menu': ['上斜啞鈴臥推'], 'back_menu': ['滑輪下拉'], 'shoulder_menu': ['YTWL肩部訓練', '前平舉'], 'hand_menu': ['彈力帶二頭肌彎舉'], 'leg_menu': ['後踢腿', '保加利亞分腿蹲', '髖部推力'], 'belly_menu': ['傑克刀', '仰臥抬腿']}",11.012489921381068,5
User_1289,0,23,81.3,304,220,397,483,364,322,304,220,397,483,364,322,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': ['面朝下肩部伸展'], 'hand_menu': [], 'leg_menu': [], 'belly_menu': ['眼鏡蛇式']}",2.3267716936982463,1
User_1290,1,65,99.6,299,483,363,332,450,492,299,483,363,332,450,492,"{'chest_menu': ['繩索交叉', '蜘蛛人伏地挺身'], 'back_menu': ['單臂高位下拉'], 'shoulder_menu': ['坐姿啞鈴肩推'], 'hand_menu': ['骷髏破碎機', '彈力帶二頭肌彎舉'], 'leg_menu': ['髖部推力'], 'belly_menu': ['棒式側邊抬腿', '懸掛舉腿', '懸垂舉腿', '鳥狗式', '提膝仰臥起坐', '腹肌滾輪']}",15.044597704340635,5
User_1291,0,40,79.9,472,389,256,281,356,337,472,389,256,281,356,337,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': [], 'hand_menu': ['反向握法彎舉'], 'leg_menu': ['驢子踢腿', '後踢腿', '踢腿'], 'belly_menu': []}",3.485474633958389,1
User_1292,1,59,94.8,311,448,346,211,478,417,311,448,346,211,478,417,"{'chest_menu': ['蜘蛛人伏地挺身'], 'back_menu': ['反向划船', '滑輪下拉'], 'shoulder_menu': ['槓鈴肩推'], 'hand_menu': ['鎚式彎舉', '法式推舉'], 'leg_menu': ['直腿硬舉', '踢腿', '後踢腿', '羅馬尼亞硬舉'], 'belly_menu': ['V字起坐']}",12.608942977808955,5
User_1293,0,59,77.7,486,246,328,492,248,216,486,246,328,492,248,216,"{'chest_menu': ['窄距臥推', '彈力帶胸部推舉', '啞鈴臥推', '吊環飛鳥'], 'back_menu': ['繩索下拉', 'T槓划船'], 'shoulder_menu': ['俯身側平舉', '前平舉', '側平舉'], 'hand_menu': ['鎚式彎舉'], 'leg_menu': ['體前屈', '深蹲'], 'belly_menu': ['腹肌滾輪', '自行車式仰臥起坐']}",16.942320277251746,3
User_1294,0,34,90.6,249,412,405,256,259,416,249,412,405,256,259,416,"{'chest_menu': ['彈力帶胸部推舉'], 'back_menu': ['T槓划船'], 'shoulder_menu': ['啞鈴推舉', 'YTWL肩部訓練'], 'hand_menu': ['彈力帶三頭肌伸展', 'Zottman彎舉'], 'leg_menu': ['側臥抬腿'], 'belly_menu': ['鳥狗式']}",10.166842968626,5
User_1295,1,30,70.4,208,489,371,266,227,482,208,489,371,266,227,482,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': [], 'hand_menu': ['過頭啞鈴伸展'], 'leg_menu': [], 'belly_menu': ['毛巾捲腹']}",2.4883100722891305,1
User_1296,0,36,72.0,449,272,456,230,270,239,449,272,456,230,270,239,"{'chest_menu': ['彈力帶胸部推舉', '窄距伏地挺身'], 'back_menu': ['滑輪下拉'], 'shoulder_menu': ['站姿啞鈴肩推'], 'hand_menu': ['反手彎舉', '鋼索三頭肌下壓', '二頭彎舉'], 'leg_menu': ['彈力帶深蹲', '深蹲'], 'belly_menu': ['超人式', '俄羅斯轉體']}",13.507952610458872,3
User_1297,0,34,97.5,259,406,404,490,279,443,259,406,404,490,279,443,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': [], 'hand_menu': ['過頭啞鈴伸展'], 'leg_menu': [], 'belly_menu': []}",1.392649903288201,1
User_1298,0,29,78.7,200,445,373,237,499,459,200,445,373,237,499,459,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': ['前平舉', 'YTWL肩部訓練'], 'hand_menu': [], 'leg_menu': ['踢腿'], 'belly_menu': []}",3.4720678647121215,1
User_1299,0,58,86.5,216,268,325,224,417,457,216,268,325,224,417,457,"{'chest_menu': ['蝴蝶機夾胸'], 'back_menu': ['地雷管划船'], 'shoulder_menu': ['阿諾推舉'], 'hand_menu': ['二頭彎舉'], 'leg_menu': ['彈力帶深蹲'], 'belly_menu': ['提膝仰臥起坐']}",7.563496043839335,5
User_1300,1,25,59.8,440,216,312,468,289,237,440,216,312,468,289,237,"{'chest_menu': ['上斜啞鈴臥推'], 'back_menu': ['反向高位下拉'], 'shoulder_menu': ['肩上推舉', '阿諾推舉', 'YTWL肩部訓練'], 'hand_menu': ['集中彎舉', '二頭彎舉'], 'leg_menu': ['俄羅斯深蹲'], 'belly_menu': ['鳥狗式', '棒式側邊抬腿']}",13.12643403036808,3
User_1301,1,60,78.8,206,294,339,496,284,390,206,294,339,496,284,390,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': [], 'hand_menu': [], 'leg_menu': ['膝蓋深蹲'], 'belly_menu': []}",0.7787583989310445,1
User_1302,1,24,98.9,398,279,381,428,405,473,398,279,381,428,405,473,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': [], 'hand_menu': ['Zottman彎舉', '集中彎舉', '彈力帶三頭肌伸展'], 'leg_menu': ['側弓步'], 'belly_menu': ['毛巾捲腹']}",6.599480739802655,2
User_1303,0,45,93.8,284,289,491,361,293,358,284,289,491,361,293,358,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': ['蝴蝶機反向飛鳥', '面朝下肩部伸展'], 'hand_menu': ['法式推舉'], 'leg_menu': ['臀橋', '反向弓箭步', '彈力帶深蹲'], 'belly_menu': ['超人式']}",7.76669744318432,2
User_1304,1,60,75.6,403,267,322,251,434,486,403,267,322,251,434,486,"{'chest_menu': ['啞鈴臥推'], 'back_menu': ['地雷管划船'], 'shoulder_menu': ['俯身側平舉', '面朝下肩部伸展', '前平舉'], 'hand_menu': ['鋼索三頭肌下壓'], 'leg_menu': ['單腿硬舉'], 'belly_menu': ['羅馬椅仰臥起坐']}",9.921436280326624,3
User_1305,1,58,63.3,274,204,342,492,406,400,274,204,342,492,406,400,"{'chest_menu': ['跪姿伏地挺身'], 'back_menu': ['單臂高位下拉'], 'shoulder_menu': ['啞鈴推舉', '肩上推舉'], 'hand_menu': ['法式推舉'], 'leg_menu': ['彈力帶深蹲'], 'belly_menu': ['超人式', '俄羅斯轉體']}",9.859985895790906,3
User_1306,1,56,60.3,404,312,424,370,357,258,404,312,424,370,357,258,"{'chest_menu': ['史密斯臥推', '蝴蝶機夾胸', '窄距臥推', '蜘蛛人伏地挺身'], 'back_menu': ['吊環引體向上', '寬握引體向上'], 'shoulder_menu': ['坐姿啞鈴肩推', '啞鈴推舉', 'YTWL肩部訓練'], 'hand_menu': ['三頭伸展'], 'leg_menu': ['羅馬尼亞硬舉'], 'belly_menu': ['藥球傳遞']}",16.201824966292378,4
User_1307,1,19,78.6,417,488,448,453,223,214,417,488,448,453,223,214,"{'chest_menu': ['Cable機器飛鳥'], 'back_menu': ['反向划船'], 'shoulder_menu': ['蝴蝶機反向飛鳥'], 'hand_menu': ['骷髏破碎機'], 'leg_menu': ['單腿硬舉', '箱式深蹲'], 'belly_menu': ['俄羅斯轉體']}",7.891254410192343,4
User_1308,1,32,79.2,221,440,452,475,210,333,221,440,452,475,210,333,"{'chest_menu': ['啞鈴飛鳥'], 'back_menu': ['滑輪下拉', '單臂啞鈴划船', 'Cable機器划船'], 'shoulder_menu': ['站姿啞鈴肩推'], 'hand_menu': ['鎚式彎舉'], 'leg_menu': [], 'belly_menu': ['V字起坐']}",9.221948060282557,3
User_1309,0,31,74.3,401,386,247,404,448,376,401,386,247,404,448,376,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': [], 'hand_menu': [], 'leg_menu': [], 'belly_menu': ['鳥狗式']}",1.0956601690009293,1
User_1310,0,32,86.2,427,376,325,439,285,270,427,376,325,439,285,270,"{'chest_menu': ['窄距臥推'], 'back_menu': ['單臂啞鈴划船', '滑輪下拉', '地雷管划船'], 'shoulder_menu': ['蝴蝶機反向飛鳥'], 'hand_menu': ['法式推舉'], 'leg_menu': ['直腿硬舉'], 'belly_menu': ['懸垂舉腿']}",10.368168909074534,5
User_1311,1,28,91.0,364,440,243,342,239,376,364,440,243,342,239,376,"{'chest_menu': ['Cable機器飛鳥'], 'back_menu': ['坐姿划船', '反向划船'], 'shoulder_menu': ['蝴蝶機反向飛鳥'], 'hand_menu': ['法式推舉', '骷髏破碎機', '鎚式彎舉', '過頭啞鈴伸展'], 'leg_menu': ['側臥抬腿', '羅馬尼亞硬舉'], 'belly_menu': ['俄羅斯轉體']}",13.577527037429135,5
User_1312,0,57,77.3,403,349,321,205,302,491,403,349,321,205,302,491,"{'chest_menu': ['彈力帶胸部推舉'], 'back_menu': ['反向划船'], 'shoulder_menu': ['啞鈴推舉', '站姿啞鈴肩推', '槓鈴肩推', '面朝下肩部伸展'], 'hand_menu': ['過頭啞鈴伸展', '鎚式彎舉'], 'leg_menu': ['靠牆深蹲'], 'belly_menu': []}",11.943063566807973,3
User_1313,1,42,51.0,391,438,466,406,271,444,391,438,466,406,271,444,"{'chest_menu': ['蝴蝶機夾胸', '臥推', '史密斯臥推', '吊環飛鳥', '啞鈴飛鳥'], 'back_menu': ['坐姿划船'], 'shoulder_menu': ['啞鈴推舉', '坐姿啞鈴肩推', '俯身側平舉', 'T字俯臥撐', '側平舉'], 'hand_menu': ['反向握法彎舉', '彈力帶三頭肌伸展'], 'leg_menu': ['髖部推力'], 'belly_menu': ['眼鏡蛇式', '鳥狗式', '懸掛舉腿', '羅馬椅仰臥起坐']}",22.420255309533335,3
User_1314,0,21,62.0,379,341,337,455,409,245,379,341,337,455,409,245,"{'chest_menu': ['跪姿伏地挺身'], 'back_menu': [], 'shoulder_menu': ['前平舉'], 'hand_menu': ['鎚式彎舉'], 'leg_menu': [], 'belly_menu': ['藥球傳遞']}",4.909258871594004,2
User_1315,0,26,80.2,214,255,441,354,393,429,214,255,441,354,393,429,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': [], 'hand_menu': [], 'leg_menu': [], 'belly_menu': ['棒式側邊抬腿', '眼鏡蛇式']}",1.8156654229158256,1
User_1316,1,50,94.4,236,201,479,323,497,314,236,201,479,323,497,314,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': [], 'hand_menu': ['反向握法彎舉', '過頭啞鈴伸展'], 'leg_menu': [], 'belly_menu': []}",2.586349820392373,1
User_1317,1,29,50.5,374,298,467,318,425,393,374,298,467,318,425,393,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': [], 'hand_menu': ['過頭啞鈴伸展'], 'leg_menu': ['側臥抬腿'], 'belly_menu': ['眼鏡蛇式', '提膝仰臥起坐', '超人式']}",4.926982214349791,1
User_1318,1,30,75.1,478,253,233,475,315,343,478,253,233,475,315,343,"{'chest_menu': ['Cable機器飛鳥'], 'back_menu': ['反向高位下拉'], 'shoulder_menu': ['T字俯臥撐', 'YTWL肩部訓練', '側平舉', '槓鈴肩推'], 'hand_menu': ['法式推舉'], 'leg_menu': ['抬腿', '體前屈'], 'belly_menu': ['仰臥抬腿', '毛巾捲腹']}",13.137192105975506,3
User_1319,0,49,92.4,317,220,213,497,317,276,317,220,213,497,317,276,"{'chest_menu': ['啞鈴飛鳥'], 'back_menu': ['吊環引體向上'], 'shoulder_menu': ['俯身側平舉'], 'hand_menu': ['骷髏破碎機'], 'leg_menu': ['單腿硬舉'], 'belly_menu': ['鳥狗式', '棒式側邊抬腿']}",8.240404478246615,5
